Step Temperature Density Enthalpy
0 5200.0000000000118234 6.0817303562693636465 -20533.548749677043816
50 2134.5965766997810533 6.0361949250174413706 -18277.323708373547561
100 2126.1199093074369557 5.9176466577487536469 -19629.744030833950092
150 2211.2705683510457675 5.8152619059034531546 -20838.165370269685809
200 2264.2302557259795321 5.7411058401153116648 -21754.088971726538148
250 2312.846928563279107 5.6812075445143772612 -22473.775861824833555
300 2250.0658100154041676 5.6361800313128354034 -22899.151070133812027
350 2249.8569359602015538 5.6068971700680183545 -23204.101807140988967
400 2199.0920994029802387 5.5917763793316836995 -23280.007917316746898
450 2255.8453632013283823 5.587641521642146003 -23407.706482209854585
500 2261.7505857783785359 5.5925651787524017777 -23360.565102440566989
550 2255.995433160626817 5.60353039984225898 -23221.730935950450657
600 2227.5825740745985968 5.6172039800506912144 -23028.622631814941997
650 2266.78133930566446 5.6302015739905861835 -22925.734950271187699
700 2288.3598956720038586 5.6407643211580635878 -22820.077909033167089
750 2292.4557514257435287 5.6475462673384573264 -22754.5696462445012
800 2288.6999668410003324 5.6503257224295335703 -22747.680346387878672
850 2267.0349259522768079 5.6497652489422414135 -22692.476517353712552
900 2241.6555472455311246 5.6459478419418598349 -22737.476986807039793
950 2266.9732205136901939 5.6400381927111657987 -22859.432331976928253
1000 2276.8422731127666339 5.633867990929558367 -22920.394228636560001
1050 2273.9367316901675622 5.6286220887873366081 -22965.428569054976833
1100 2296.707551759157468 5.6249134433595688876 -23016.296403265750996
1150 2287.7176775439525045 5.6231874442913305501 -22995.539045843019267
1200 2272.9581301881798936 5.6232999576327724611 -22982.860689689943683
1250 2252.4976682081296531 5.6249214629998780524 -22971.388171165461245
1300 2260.6539292889983699 5.6273453982831620479 -22960.465833872054645
1350 2245.5931324824241528 5.6300971804247907926 -22958.092723756300984
1400 2288.9997854570856362 5.6328116319513297228 -22919.624945193929307
1450 2284.2714962269405987 5.6351623044852257038 -22864.699658338005975
1500 2260.1674418065808823 5.6365096406734789269 -22837.089332450923393
1550 2257.877031662497302 5.6363517923889094874 -22813.264227472493076
